X,Y
30,177
803,619
30,214
917,619
30,435
1209,195
29,66
950,619
29,528
30,306
30,103
29,546
30,140
29,48
1209,232
547,619
176,619
29,565
30,343
29,325
29,509
1209,288
472,619
990,30
29,362
1209,269
29,288
915,30
30,583
582,30
140,30
29,195
660,30
360,619
1209,159
1137,619
694,30
28,620
29,232
1209,122
990,619
29,122
1209,85
29,159
29,269
1210,29
1209,602
29,602
29,85
28,29
1209,472
582,619
29,473
140,619
660,619
694,619
1210,620
